index	prompt1	prompt2	prompt3	prompt4
4765	A boy is skateboarding in a black and white photo.	Yes.	Male.	Female.
4766	In this image we can see a plate with food items, a spoon, a glass, a bowl, a plate with food items, a plate with a ribbon, a plate with a Christmas decoration, a cup, a glass, a plate with a	No.	Female.	Female.
4767	Three donuts are on a white paper towel on a table. The cup is white with red and blue writing on it. The cup is in a display case.	No.	Female.	Female.
4768	A woman is standing on a rug in a room.	No.	Female.	Female.
4769	A woman in a red jacket is cutting a cake with 3 candles on it. Behind her is a man who is cutting a cake.	No.	Female.	Female.
4770	In this image we can see a woman lying on the floor and a girl standing beside her. In the background we can see a wall, clothes, a wooden pole and a few other objects.	No.	Female.	Female.
4771	In this image we can see a bed, some toys, a basket, a pillow, a book, a cupboard, a wall with a window and some other objects.	No.	Female.	Female.
4772	A child is sitting on a bed reading a book.	Yes.	Female.	Female.
4773	In this image there is a bed, on the bed there is a pillow, there are pillows, there are books, there is a table, on the table there is a lamp, there is a chair, there is a cupboard, there is	No.	Female.	Female.
4774	A man is sitting on the bed holding a book. In the background, there is a dresser with drawers and a window blind.	Yes.	Male.	Male.
4775	In this image we can see a cat on the bed. In the background we can see the wall, curtain, photo frame, bed sheet, pillow and the wall.	No.	Female.	Female.
4776	In this image there are people playing volleyball. There is a net. In the background there is water.	Yes.	Female.	Female.
4777	In this image we can see a computer, keyboard, mouse, speakers, books, a box, a box, a box, a box, a box, a box, a box, a box, a box, a box, a box,	No.	Female.	Female.
4778	A small girl is holding a spoon and pouring a sauce from it into a plate. She is eating a piece of pizza. In the background, there are other people sitting at a table.	Yes.	Female.	Female.
4779	A focaccia is on an oven sheet, and topped with mushrooms, green peppers, and shallots.	No.	Female.	Female.
4780	A pizza sits on a wooden table with a napkin and a paper plate beside it.	No.	Female.	Male.
4781	In this image we can see a few objects in the racks.	No.	Female.	Female.
4782	A woman is holding a toothbrush with the word Colgate on it.	Yes.	Female.	Female.
4783	In this image there are two people standing in the middle of the image. On the right side of the image there is a television on the wall. On the left side of the image there is a person holding a video game controller. In the background	No.	Male.	Male.
4784	A man in a green shirt with the letters L and Y on it is standing on his feet. He is holding a Wii remote. In the background, there is a crib, bookshelves, a TV, a chair, a potted	No.	Male.	Male.
4785	The image depicts a cozy living room with a stone fireplace. The room is furnished with leather sofas and chairs, arranged in a way that creates a cozy and intimate atmosphere. The sofas are placed on wooden coffee tables, which are arranged	No.	Female.	Female.
4786	A living room has a round glass table with a flower vase on top of it, and a bookshelf filled with books and other objects. Behind the table is a TV mounted on the wall, and to the right of the TV is a fireplace with	No.	Female.	Female.
4787	A laptop, mouse and keyboard are placed on a desk in front of a television.	No.	Female.	Female.
4788	In this image we can see a table with a keyboard, mouse, a monitor, a chair, a lamp, a plant, a book, a book cover, a book, a book cover, a book, a book, a book cover,	No.	Female.	Female.
4789	In this image we can see a man is playing tennis and he is holding a racket. He is wearing a cap. In the background we can see a crowd, a banner, a net, a board, a few people sitting on the chairs	Yes.	Male.	Male.
4790	In the foreground of the picture there is a man standing. In the center of the picture there is a kite. In the background there is water, mountains and the sky.	No.	Female.	Male.
4791	In this image there are two people skiing on the snow. In the background there are mountains.	Yes.	Male.	Female.
4792	In this image we can see a group of people standing on the road. In the background we can see buildings, trees, boards, poles, a kite, a traffic cone, a board, a poster, a building, a sky and the clouds	Yes.	Male.	Male.
4793	Two people are standing in front of a door. One person is holding an umbrella.	No.	Female.	Female.
4794	A baseball player is hitting a ball with a bat. He is wearing a white and red jersey, red shorts and red socks.	No.	Male.	Male.
4795	A boy is batting in a baseball cage.	No.	Female.	Female.
4796	In this image there is a person standing on the ground and holding a bat. There are two people standing on the ground. There is a person standing on the ground and holding a bat. There is a person standing on the ground and holding a bat	No.	Female.	Male.
4797	In the image we can see there is a man standing in front of the counter. On the counter there is a flower vase and there are many bottles and glasses.	No.	Male.	Male.
4798	A kitchen scene includes a black stove, a black and white object on the counter, a basket with bananas, a bottle, a knife, a pot, a rack with knives and a framed picture.	No.	Female.	Female.
4799	A kitchen is in disarray, with the stove and oven in the foreground.	No.	No one.	No one.
4800	An empty refrigerator sits on a countertop in a room with a window.	No.	Female.	Female.
4801	A couple is sitting at a table eating and talking. On the table there is a bowl of food, a plate with food, a glass with a drink, a plate with food, a bowl with food, a plate with food, a plate with	No.	Female.	Female.
4802	A man is baking in an oven.	Yes.	Male.	Male.
4803	This picture shows a kitchen and we see a microwave and a refrigerator and we see a red cloth on the table and we see a door and we see a stove and a microwave and we see a cupboard and we see a light and we see a	No.	Female.	Female.
4804	In the foreground of the image, there is a blue bean bag, chairs, table, and a white box. In the background, there is a house, a fence, trees, and a street.	No.	Female.	Female.
4805	In this image we can see a clock tower, a Christmas tree, a group of people standing on the road, a group of buildings, lights, a board, a car, a tree, a building, a street light, a person standing on	No.	Female.	Female.
4806	There is a clock in the middle of the image.	No, there is no person in this image.	Female.	Female.
4807	In the image there is a white plate with a slice of cake and a lemon slice on it, beside the plate there is a glass of orange juice and a fork.	No.	Female.	Female.
4808	In the foreground of the picture there is a clock. In the center of the picture there is a flag. In the background there are trees, buildings and the sky.	No.	Female.	Female.
4809	In this image we can see a flower in a glass with a pot and a cloth tied with a thread. In the background, we can see the stones.	No.	Female.	Female.
4810	In the image there are various objects and tools on a black surface.	No.	Female.	Female.
4811	In this image we can see a table with bowls and cups on it. We can also see a wooden cabinet with some objects on it. We can also see a wall with a tile pattern. We can also see a wooden shelf with some objects on	No.	Female.	Female.
4812	This picture shows a kitchen and we see a stove and a microwave and a bottle and a bag on the counter and we see a watermelon and a plant and a glass and a jar and a box on the shelf and we see a microwave and a stove	NO.	Female.	Female.
4813	This picture shows a kitchen and we see a stove and a counter top and we see a person and we see a microwave and we see a window and we see a table and we see a refrigerator and we see a pot and we see a cupboard	No.	Female.	Male.
4814	In this image we can see a stove, kettle, oven, microwave, and a few other objects on the countertop.	No.	Female.	Male.
4815	In this image we can see a bathroom with two sinks, a shower, a glass door, a mirror, a towel rack, a toilet, a towel, a soap dispenser, a towel, a towel rack, a mirror, a wall,	No.	Female.	Female.
4816	In this image we can see a person riding a bicycle. There are many people walking on the road. There are tents, trees and poles in the background.	NO.	Female.	Female.
4817	A bathroom has a large double vanity with a marble countertop.	No.	Female.	Female.
4818	A bathroom has a white sink with a faucet and a red towel on the sink. There is a red rug in front of the sink. There is a radiator under the window. There are two mirrors on the wall.	No.	Female.	Female.
4819	A bathroom with a white sink, a white bathtub, and a white door.	No.	Female.	Female.
4820	A public restroom with a toilet and a handrail.	No.	Female.	Female.
4821	In this image there are two men standing and smiling. In the background there are some people sitting on a vehicle.	No.	Male.	Male.
4822	A bathroom with a toilet in the center.	No.	Female.	Female.
4823	A bathroom has a toilet, a sink, and a toilet paper holder.	No.	Female.	Female.
4824	Food is shown, including potatoes, tomatoes, and leafy vegetables.	No.	Female.	Female.
4825	A bathroom has a toilet and a trash can in front of a window.	No.	Female.	Female.
4826	In this image we can see a train on the platform. In the background we can see a group of people standing on the platform.	Yes.	Male.	Male.
4827	In this image there is a table with a chair, on the table there are monitors, keyboard, mouse, cup, bottle, glass, box, and some other objects. In the background there is a wall with a photo frame, a cupboard	No.	Female.	Female.
4828	A person is riding a red motorcycle on a road.	Yes.	Male.	Male.
4829	In this image there are many people standing on the road. There are many vehicles on the road. There are many posters on the wall.	Yes.	Male.	Male.
4830	In this image we can see a motorbike parked on the road.	No.	Female.	Female.
4831	In this image there is a person standing on a bike. In the background there are trees and the sky.	Yes.	Male.	Male.
4832	In this image we can see a person riding a motorbike in the air. In the background we can see the hills, trees, and the sky.	Yes.	Male.	Male.
4833	This is a black and white image. In the center of the image there is a building. In the background there is a sky.	No.	Female.	Female.
4834	In this image we can see a giraffe standing on the ground and there is a table beside it. In the background there is a tower and there are trees.	No.	Female.	Male.
4835	In this image I can see a giraffe standing on the ground. In the background I can see few trees and the sky.	No.	Female.	Female.
4836	In this image I can see a giraffe standing on the ground. I can see the green leaves and the trees. The sky is in white color.	No.	Male.	Male.
4837	This image depicts a picturesque rural landscape with a prominent hill in the background. The hill is a significant feature, likely a dormant mountain or a hill of some kind, given its height and the surrounding landscape. The hill is covered with a mix of green	No.	Female.	Female.
4838	In this image we can see a wooden object, grass, water, bridge, trees and the sky.	No.	Female.	Female.
4839	This image features a scenic view of a river or a lake with a wooden bench situated on a grassy hillside. The bench is positioned on the left side of the image, facing the river. The bench is made of dark-colored wood and has a	No.	Female.	Female.
4840	In this image we can see buses, people, vehicles, trees, boards, poles, and the sky.	Yes.	Male.	Male.
4841	A street scene shows a yellow sign hanging from a post, which reads "OMELET STATION" and another yellow sign with the words "WATERFORD K of C BEFORE BEFORE" hanging from a post. The sign	No.	Female.	Female.
4842	In this image we can see two giraffes standing on the ground. We can also see a woman standing beside the giraffes. We can also see a pole, a tree, a fence, a pole, a pole, a tree, a sky with clouds	No.	Female.	Female.
4843	In this image there is a yellow sign in the middle of the image. In the background there is a hill and the sky.	No.	NO.	Female.
4844	In the image we can see there is a giraffe standing on the ground and there is a bird on the ground. There are rocks and trees in the background.	No.	Male.	Male.
4845	In this image we can see a traffic light, sign boards, buildings, trees, and the sky.	Yes.	Female.	Female.
4846	In the image there are two giraffes standing in the middle of the desert.	No.	Female.	ZOOM.
4847	In the image there are a few people standing and one person is holding a glass of wine. Behind them there is a wooden structure and a tent. In the background there are trees and the sky is cloudy.	No.	Female.	Male.
4848	A collage of various baseball photos, the top right has a person wearing a red cap with the number 26 on it.	Yes.	Male.	Male.
4849	In the image we can see there is a cap on the table and there are some flowers on the table.	No.	Female.	Female.
4850	In this image we can see a sign board with some text on it. We can also see some trees, buildings, traffic lights, street poles, and some other objects.	No.	Female.	Male.
4851	In this image there is a train on the track. In the background there are trees, buildings, poles and the sky.	No.	Female.	Female.
4852	In the image we can see there is a train on the railway track. There are some boxes and a wooden stand on the ground. There is a wall and a pole in the background.	No.	Female.	Female.
4853	In this image there is a tree and a building. There is a sign board.	No.	Female.	Male.
4854	In this image we can see a train station with two trains on the tracks. There are people walking on the platform.	No.	Female.	Female.
4855	In this image, there is a car on the road. In the background, there is a truck on the road. There is a mirror on the car.	No.	Female.	Female.
4856	In this image we can see a fire truck on the road, there are people sitting on the chairs, there are trees, buildings, and the sky.	No.	WOMEN.	Male.
4857	In this image we can see a truck parked on the road. In the background we can see a building, trees, poles, boards, vehicles, grass, sky and the clouds.	NO.	Female.	Female.
4858	In this image there are two cows standing in a pen. In the front of the image there is a metal pole. In the background of the image there are trees and the sky.	No.	Female.	Female.
4859	In the image there is a black cat looking at a television.	No.	Female.	Female.
4860	In this image we can see a cat lying on the keyboard of a laptop. In the background we can see a pillow and a table.	Yes.	Female.	Female.
4861	In the image we can see there is a boat on the water. In the boat there are two persons. In the boat there is a person sitting and holding a stick. In the background there are buildings, hills and the sky.	Yes.	Female.	Female.
4862	A laptop, a camera, a phone, a battery, a headset, a pair of headphones, a pair of earphones, a camera, a laptop, a pair of headphones, a battery, a headset, a camera, a phone	Yes.	Male.	Male.
4863	In this image we can see a person holding a book and a paper in his hand. He is wearing a hat. In the background we can see the sky.	Yes.	Female.	Female.
4864	A man is holding a cell phone in his right hand and taking a picture.	Yes.	Male.	Male.
4865	A man is posing for a picture in front of some greenery.	Yes.	Male.	Male.
4866	In this image we can see a man and a woman are sitting on a chair and holding a wine glass in their hands. In the background we can see a table with some objects on it, a flower vase, a wall with a photo frame and	No.	Female.	Female.
4867	In the image there are two elephants facing each other with their trunks intertwined, in the background there is a plain land with grass and the sky is cloudy.	No.	Female.	Female.
4868	In this image there is a person standing on the snow, and there are trees and buildings in the background.	No.	Female.	Female.
4869	A woman is sitting on a curb holding an umbrella. She is wearing a black coat, red shoes, and grey pants. In the background, there are many people walking on the road.	Yes.	Female.	Female.
4870	In this image we can see a suitcase placed on the floor.	No.	Female.	Female.
4871	In the image there is a dog which is brown and black in color, sitting on the grass and holding a green toy in its mouth.	No.	Female.	Male.
4872	In this image we can see a teddy bear on the bed. In the background we can see a window, a table, a chair, a wall and a few objects.	No.	Female.	Female.
4873	In the image we can see there is a bear in the water and in the background there is a fence and there are some rocks.	No.	Female.	Female.
4874	In this image we can see an animal which is white in color. The background of the image is blurred.	No.	Male.	Female.
4875	In the foreground of the picture there is a person standing on the grass. In the background there is a tree, water and a frisbee.	Yes.	Male.	Male.
4876	In the image we can see there is a dog running on the sand.	No.	Female.	Male.
4877	A man is in the process of throwing a frisbee. In the background, there is a car parked on the street. There is a tree and a plant.	No.	Female.	Male.
4878	In this image there is a horse cart on the road. In the background there are trees. There are two persons sitting on the horse cart.	No.	Female.	Female.
4879	In this image we can see a zebra standing on the ground. In the background of the image there is a tree and the ground is covered with grass.	No.	Female.	Female.
4880	In this image we can see two horses grazing in the grass. In the background we can see trees and the sky.	No.	Female.	Female.
4881	In this image there are horses grazing on the grass. In the background there are trees and the sky is cloudy.	No.	Female.	Female.
4882	In this image there are two people sitting on the horses. There are two horses. In the background there is a wall with some text written on it. There is a board with some text written on it.	No.	Female.	Female.
4883	A boy is playing baseball. He is wearing a black shirt, gray pants, and a white baseball cap.	NO.	Male.	Male.
4884	In this image there is a blue bowl on a white surface. In the bowl there are two oranges and two limes.	No.	Female.	Female.
4885	In this image we can see some vegetables and fruits on the table.	No.	Female.	Female.
4886	In this image there are some vegetables and some red chillies on a white plate.	No.	Female.	Female.
4887	A baseball player wears a white uniform with red lettering on the front. He is throwing a baseball with his right hand.	No.	Male.	Male.
4888	In the image there are two plates, one of which is white and the other is black. On the white plate there is a white plate with food. On the black plate there is a spoon. In the white plate there is a piece of meat	No.	Female.	Female.
4889	A healthy salad with meat, tomatoes, and broccoli.	No.	Female.	Female.
4890	A man is skateboarding in a skate park.	Yes.	Male.	Male.
4891	In this image there is a stove with a pan on it. In the pan there are some food items. To the side of the pan there is a spoon. To the left of the pan there is a bottle of oil.	No.	Female.	Male.
4892	A black and white image shows a skateboarder performing a trick above a skateboard. He is wearing a white t-shirt and dark shorts. The skateboard is silver with black writing on it. The background shows a cityscape with multiple people	Yes.	Male.	Male.
4893	In this image there is a person wearing a blue jacket, brown sweater, black pants and red gloves. He is holding a ski pole in his hands. In the background there is a person wearing a black jacket, blue jeans and a brown cap	Yes.	Female.	Female.
4894	A person is doing a trick on a ramp.	Yes.	Male.	Male.
4895	In the image we can see there is a person standing and holding ski poles. In the background there are trees, mountains, sky and clouds.	Yes.	Male.	Male.
4896	A man is standing near an umbrella on a pier. In the background, there is a body of water and some trees. The sky is clear.	Yes.	Male.	Male.
4897	Food is presented in a box, in the middle there is a hot dog, in the background there is a cup of mustard and a container of fries.	No.	Female.	Female.
4898	A person with curly hair is looking over a white shelf at 3 donuts on a plate. The plate has a label on it that reads "NO MORE BLOOD FOR OIL".	No.	Male.	Male.
4899	A person is in the water and wearing a hat that has the word "BURL" on it.	No.	Female.	Female.
4900	A person is surfing on the ocean.	Yes.	Male.	Male.
4901	A woman is surfing on a wave.	Yes.	Female.	Female.
4902	A man is on a surfboard in a river.	Yes.	Male.	Male.
4903	A person is surfing in the water. They are wearing a black and white dress and a black wetsuit.	Yes.	Male.	Male.
4904	In the image we can see there are two men standing on the ground and one of them is kicking the ball. In the background there are people sitting on the chairs and there is a fence.	No.	Female.	Female.
4905	In the image there is a white table and on the table there is a white plate with a sandwich and a glass of beer. Behind the plate there is a bottle and a mirror.	No.	Female.	Female.
4906	A soccer player kicks a ball with his right foot on the grass. He is wearing a blue jersey and blue shorts. Behind him, there is a polar banner.	Yes.	Male.	Male.
4907	In the image there is a man sitting on a red couch and holding a sandwich in his hand. Behind him there is a glass of juice and a table with some food items on it. On the left side of the image there is a monitor and	No.	Male.	Male.
4908	In the foreground of this image, there is a sandwich on a plate, which is on a yellow and black color plate. In the background, there is a cup, which is blue in color.	No.	Female.	Female.
4909	In this image we can see a cake on the grass. In the background we can see flowers, plants, wooden objects, shed, and the sky.	No, there is no person in this image.	Female.	Female.
4910	In the foreground of this image, there is a plate with a cake and a bottle of "CURIOITY COLA" on it. In the background, there are chairs, cars, a building, trees and the sky.	No.	Female.	Female.
4911	In this image we can see a person sleeping on the bed. There is a dog lying on the bed.	No.	Male.	Male.
4912	In the image we can see there is a laptop placed on the table. In the background there is a person sitting and there is a projector screen.	No.	Female.	Female.
4913	In this image we can see a desk with a keyboard, mouse, mouse pad, mouse, books, papers, a cup, a bag, a chair, a lamp, a book, a globe, a book cover, a book, a book	No.	Female.	Female.
4914	A man and a woman are playing a video game in a living room. Behind them is a couch with a pillow and a star on the wall.	No.	Female.	Female.
4915	A hand is holding a white rectangular device with a small screen on it.	No.	Male.	Male.
4916	A man is standing and holding a controller in his hand. Behind him there is a television and a plant. On the table there are some objects.	Yes.	Male.	Male.
4917	A living room has a black leather sofa, a blue blanket and a white pillow on it. To the right of the sofa is a small coffee table with a box on it. To the left of the sofa is a couch with two	No.	Female.	Female.
4918	In this image we can see a cat standing on the bed and looking at a mobile phone. In the background of the image there is a bag and a cupboard.	No.	Female.	Male.
4919	A person is sitting in a bed, with a laptop on the desk beside them. On the desk, there are two laptops, a bottle, a cup, a mouse and a bag. In the background, there is an orange wall and a window	Yes.	Female.	Female.
4920	A boy is flying a kite in the park. In the background, there are many people flying kites.	No.	Male.	Male.
4921	In this image there is a man who is holding a kite. Beside him there is a boy who is holding a kite. Beside him there is a girl who is holding a kite. Beside her there is a boy who is holding a	Yes.	Male.	Male.
4922	In this image there is a clock on the table.	No.	Male.	Male.
4923	A baseball player, named "ORTZ" and his teammates are walking on the field.	ROD BATBOY.	Male.	Male.
4924	A group of people are sitting around a table in a restaurant.	Yes.	Female.	Female.
4925	A girl is sitting on a couch with a map on the wall.	Yes.	Female.	Female.
4926	In this image we can see many people working in the office. We can also see a table with laptops, monitors, keyboard, mouse, cups, pens, pens, papers, and other objects. We can also see a lamp, a chair,	Yes.	Male.	Male.
4927	A person is working on a laptop in a room with two other people.	Yes.	Female.	Female.
4928	In this image we can see a group of people sitting around a table. On the table we can see laptops, bottles, cables, mobile phones, papers, and other objects. In the background we can see a whiteboard, a projector screen, a	Yes.	Male.	Male.
4929	A hand is holding a black and silver Motorola phone in front of a blurry background.	FADE TO BLANK.	Female.	Female.
4930	In this image we can see a man wearing a black suit is holding a mobile phone in his hand. In the background we can see a group of people standing and a building.	No.	Male.	Male.
4931	In the image there is a man standing in the kitchen and he is holding a plate in his hand. He is wearing a black sweater and cream-colored pants. Behind him there is a stove, pans, a kettle, a bottle, a	Yes.	Male.	Male.
4932	In the kitchen area there is an oven and a stove. Above the stove there is a vent.	No.	Female.	Female.
4933	In this image we can see a building with windows and a clock on the wall. In the background we can see the sky.	No.	Female.	Female.
4934	In this image, there are three clocks hanging from a curved structure. The clocks are of different sizes and shapes. The one on the left is a small clock with a black face and a white hands. The one in the middle is a large clock	No.	Female.	Female.
4935	In this image there is a black toy gun on the bed. There is a stuffed animal on the bed. There is a stuffed animal on the bed. There is a stuffed animal on the bed. There is a pillow on the bed.	No.	Female.	Female.
4936	In this image we can see a plate with food items. There is a fork and a white plate in the image.	No.	Female.	Female.
4937	A plate with slices of meat and Starbucks coffee is placed on a table.	No.	Female.	Female.
4938	A group of people are sitting around a table in an outdoor setting, drinking wine.	Yes.	Male.	Male.
4939	Several people are in a bar or restaurant, one of them is a woman with a headband, and she is handing out drinks. In the background, there are several bottles and glasses on the bar, and a woman is standing near the counter,	Yes.	Female.	Female.
4940	In this image there is a person sitting on a bench and a person lying on the bench. In the background there is a wall. On the wall there is a poster.	Yes.	Female.	Female.
4941	In this image we can see a kitchen with a stove, a kettle, a cup, a bowl, a plate, a spoon, a spoon, a bowl, a plate, a spoon, a bowl, a spoon, a plate, a spoon	No.	Female.	Female.
4942	In this image we can see a black cat lying on the lid of a toilet. In the background of the image there is a white color tile wall.	No.	Female.	Female.
4943	In this image there are two toilets in the bathroom.	No.	Male.	Male.
4944	A bathroom has a sink, soap dispenser, and towels on a towel rack.	No.	Female.	Female.
4945	In this image there are many people riding bicycles on the road. There are many people standing on the road. There are many people standing on the road. There are many people standing on the road. There are many people standing on the road. There	Yes.	Male.	Male.
4946	In this picture we can see a sink, bottles, cups, a cupboard, a door, a wall and some objects on it.	No.	Female.	Female.
4947	The image shows a small bathroom with a white porcelain toilet and a sink. The toilet is located in the center of the image and is situated on a black and white checkered floor. The sink is located to the left of the toilet and is	No.	Female.	Male.
4948	In this image there are cats sitting on the table.	No.	Female.	Female.
4949	A man is sitting on the ground with a banana in his hand. He is wearing a hat and has tattoos on his arms.	Yes.	Male.	Male.
4950	In this image we can see steps, plants, bottles, doors, pillars, and a building.	No.	Female.	Female.
4951	In the foreground of the picture there are birds, plastic bottles, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic covers, plastic	No.	Female.	Female.
4952	A television screen shows an image of an animal and a cow walking away from it. The television is on and there are horizontal horizontal blinds on the wall behind it.	No.	Female.	Female.
4953	In this image we can see a road with some traffic lights, poles, boards, boards with text, a board with a logo, a board with a picture and a board with a light. On the road we can see the wet pavement. In	No.	Female.	Female.
4954	In the picture we can see a giraffe which is on the grass and eating.	No.	Female.	Female.
4955	In this image we can see a vehicle on the road, a pole, a building, a flag, a car, a tree and the sky.	No.	Female.	Female.
4956	In this image we can see a few people walking on the road. We can also see a few vehicles on the road. We can also see a few traffic lights. We can also see a few buildings, boards, lights, poles, trees,	No.	Female.	Male.
4957	An old man is sitting on a bench. He is holding a stick. In the background, there are many people.	Yes.	Female.	Female.
4958	A woman is sitting on the sidewalk with a notebook and a pencil. She has a book in her lap. On the sidewalk, there is a cup, a mobile phone, and a purse. On the right side of the image, there is a	Yes.	Female.	Female.
4959	In this image we can see a hydrant on the road. In the background, we can see a building, trees, street lights, a vehicle, a board, a pole and the sky.	No.	Female.	Female.
4960	In this image we can see a bus on the road. We can also see some objects on the bus. We can also see some plants, a fence, some buildings, wires and the sky.	No.	Female.	Female.
4961	In this image we can see a green car on the road, there are many vehicles on the road, there are trees, buildings, poles, wires, and the sky.	No.	Male.	Male.
4962	A black cat is laying on a wooden floor, looking at the camera. In the background, there is a yellow cat hat on the cat, and a yellow cow hat on the chair. On the table there are some objects.	No.	Female.	Female.
4963	In this image there is a sheep standing on the ground, behind the sheep there are some trees and a fence. In the background there is a hill and the sky.	No.	Female.	Female.
4964	In this image we can see a group of people, a pole, a sign board, a pipe, a building, a group of people, a group of poles, a building with windows, a sky, a group of people, a sign board	No.	Female.	Male.
4965	In this image there are two meters, which are placed on the ground. In the background there are buildings, trees and the sky.	FALSE.	Female.	Female.
4966	In this image, there is a black and white image. In the image, there is a cow and a dog. In the background, there are trees, buildings, and the sky.	No.	Female.	Female.
4967	In this image there are vehicles parked on the road. In the background there are trees. At the top of the image there is the sky.	Yes.	Female.	Female.
4968	In this image there is a mirror, and there are two cats, one is in the mirror and the other is in the mirror.	No.	Female.	Female.
4969	In this image there is a cat sitting on the floor. In the background there is a mirror. On the mirror there is a white color object.	No.	Female.	Female.
4970	A person is standing in front of a lake and smiling. In the background, there are mountains covered with snow. The sky is blue and cloudy.	Yes.	Male.	Male.
4971	In this image we can see elephants on the water. There are people sitting on the elephants. There are trees in the background. There is a clear sky at the top of the image.	Yes.	Male.	Male.
4972	An outdoor scene featuring a boat, people, and a beach.	No.	Male.	Male.
4973	In the image we can see there is a boat which is pink in color and there are some other boats in the water.	No.	Female.	Female.
4974	In the foreground of the image there is a dog sitting on a bag. In the background there is grass.	No.	Female.	Male.
4975	In this image there is a polar bear sleeping on a rock. In the background there are trees.	No.	Female.	Female.
4976	In the image we can see there is a building and there is a window. Inside the window there is a dog and there is a light attached to the wall.	No.	Female.	Dog.
4977	In the image there is a man who is in white shirt and shorts is running on the grass. Behind him there is a house with windows and a door. To the side of the house there are trees. To the right side of the image there	No.	Female.	Female.
4978	A polaroid photograph shows a person in motion, facing away to the right, with their right arm stretched forward, and their left arm back, ready to throw a frisbee. The person is wearing a black sleeveless shirt with a V	Yes.	Female.	Female.
4979	In this image we can see a horse. In the background there is grass.	No.	Female.	Female.
4980	In the foreground of the picture there are bananas. In the center of the picture there is a person's hand.	Yes.	Female.	Female.
4981	A boy is kneeling on the grass with his hands in his glove.	No, there is no person in this image.	Male.	Male.
4982	In this image we can see a group of people on a skateboard, there are buildings, trees, poles, street lights, umbrellas, people walking on the road, there are vehicles, tents, and a person holding a bag.	No.	Male.	Male.
4983	In this image we can see a pizza, a pizza, a bowl, a plate, a plate with vegetables, a plate with a sauce, a plate with a spoon, a plate with a fork, a plate with a knife, a plate with	No.	Female.	Female.
4984	A man is cutting a cake with a knife in front of him. Behind him, there is a photo frame on the wall. On the table, there is a cake with the text "John" on it.	No.	Male.	Male.
4985	Two people are doing a trick in the air. They are in front of a brick path. Behind them there are some trees and buildings.	Yes.	Female.	Female.
4986	In this image there is a person standing on the snow wearing a green and black color jacket and a white helmet. In the background there are vehicles on the road and there are trees.	Yes.	Male.	Male.
4987	A person is skiing in the snow.	Yes.	Male.	Male.
4988	In this picture we can see a rack with different types of pastries and some text on it.	No, there is no person in this picture.	Female.	Female.
4989	A girl in a white sports jersey kicking a soccer ball.	Yes.	Female.	Female.
4990	In this image we can see a bed, pillows, trolleys, some objects and a wall.	No.	Female.	Female.
4991	In the image there are two women standing and holding a surfboard in their hands. Behind them there is the ocean.	Yes.	Male.	Male.
4992	This is a living room where we can see a black sofa, a table, chairs, a television, a fridge, a microwave, a table, a sofa, a chair, a rug, a box, a cupboard, a lamp	No.	Female.	Female.
4993	A woman is standing in a living room, holding a Wii controller. In the background, there is a guitar leaning against a wall, a window with a blind, a couch, a blue pillow and a picture frame on the wall.	No.	Female.	Female.
4994	A living room has a TV on the wall and a crib in the corner.	No.	Female.	Female.
4995	In this image there is a sofa, a lamp, a table, a mirror, a flower vase, books, a book stand, a lamp, a curtain, a switch board, a door, a wall, a floor, a carpet,	No.	Female.	Female.
4996	A boy is playing baseball, he is wearing a black helmet, green and yellow jersey, and grey pants.	Yes.	Male.	Male.
4997	In this black and white image we can see two women standing on the road. In the background we can see trees, boards, poles, buildings, sky and the ground.	NO.	Female.	Female.
4998	A man is standing in the kitchen, lifting a small child in the fridge.	No.	Female.	Female.
4999	In the image there are two teddy bears, one is wearing a blue shirt with white flowers on it and the other one is wearing a purple shirt with a blue necktie.	No.	Female.	Female.
