index	prompt1	prompt2	prompt3	prompt4
1765	In this image there are two teddy bears, one of them is wearing a cap and the other one is wearing a hat. In the background there is a boat.	No.	Female.	Female.
1766	In this image we can see a teddy bear sitting on the ground. In the background we can see a dustbin, a person, a wall, a tree, a fence and a building.	No.	NO.	Male.
1767	In the foreground of the picture there is a black color teddy bear. In the background there is a beach, people, water and the sky.	No.	Female.	Female.
1768	A person is cooking in a restaurant kitchen.	Yes.	Female.	Female.
1769	A chef stands and the background has a sign with the words "Blistro 649" on it.	Yes.	Female.	Male.
1770	There is a toilet and a shower in the bathroom.	No.	Female.	Female.
1771	A bathroom has a tub, toilet, sink, towel, and mirror.	No.	NO.	Female.
1772	A woman is sitting on a bench and tying her shoe. Beside her, there is a bike parked on the road. In the background, there are trees.	Yes.	Female.	Female.
1773	A woman is taking a selfie in a bathroom with a camera.	Yes.	Female.	Female.
1774	A bathroom has a round mirror, a sink, a faucet, an electric outlet, a door and a wall-mounted light.	Yes.	Male.	Male.
1775	A low angle full shot shows a dark-sky urban scene with a red light, a stop light, a building with illegible text on it, and a light pole with a blue arrow pointing to it. The red light is lit. The building	There is no person in this image.	Light is red.	Unanswerable.
1776	A bathroom has a sink, shower, and glass doors.	No.	Female.	Female.
1777	The toilet is in a mess area of a vehicle.	No.	Female.	Unsure.
1778	A city park has a tree-lined path with a man and dog walking. In the background, there is a large cathedral with several spires and a clock tower. The sky is cloudy and there is a street lamp on the right.	No.	Male.	Male.
1779	A black and white photo shows a bathroom with a toilet in it.	No.	Male.	Male.
1780	An orange is in a bowl, with some water droplets on it.	No.	Female.	Female.
1781	A person is riding a bike on a dirt road. In the background, there are trees and mountains. The sun is shining.	Yes.	Male.	Male.
1782	In this image we can see a plane flying in the sky.	No.	Female.	Female.
1783	In this image there is a light pole and a street light. In the background there is an airplane.	No.	Female.	Female.
1784	In this image, there is a giraffe and a zebra.	No.	Female.	Female.
1785	In this image there is an airplane wing on the right side of the image.	No.	Female.	Female.
1786	In the image there is a zebra and a giraffe in an enclosure. The giraffe is standing on the right side of the image and the zebra is grazing on the left side of the image. In the background there are rocks and trees.	No.	Female.	Female.
1787	This image shows a serene winter scene with a focus on a beach. The foreground is dominated by a series of wooden benches placed along a snow-covered path. These benches are of varying sizes, some being larger and more substantial, while others are smaller	No.	Female.	Female.
1788	This image depicts a serene winter landscape, likely a farm or a rural countryside. The central focus is a flock of sheep, which are predominantly white and appear to be well-fed and healthy. The sheep are standing in a snow-covered field,	No.	Female.	Female.
1789	In this image there is a giraffe running on the ground. In the background there is an ocean.	No.	Female.	Female.
1790	In this image we can see a bus on the road. On the left side of the image there is a pole. On the right side of the image there is a street light. In the background there are buildings, trees, people, stairs,	Yes.	NO.	Male.
1791	In this image we can see sheep, grass, fence, trees, and the sky.	No.	Female.	Female.
1792	In this image we can see a fire hydrant, some objects, wires, poles, buildings, and the sky.	No.	Female.	Female.
1793	In the picture we can see a bus which is yellow and blue in color, parked on the road and in the background we can see a fence, trees and buildings.	No.	Female.	Male.
1794	In this image we can see a chair, a table, a bird on the chair, a plant, a group of people, a tree and the ground.	No.	Female.	Female.
1795	In the image we can see there are many animals grazing in the field. In the background there are trees, houses, poles, and the sky with clouds.	No.	Female.	Female.
1796	In this image there is a wooden pole with a board attached to it. On the board there is some text. In the background there are trees.	No.	Male.	Male.
1797	In the image we can see a cat wearing a cap.	No.	Female.	Female.
1798	In this image we can see a parrot sitting on a branch. In the background of the image there is a blur.	No.	Female.	Female.
1799	In this image we can see a train on the track, there are trees, and the sky is cloudy.	No.	Female.	Female.
1800	In the image we can see there are two poles and on the poles there are boards and there are some plants and rocks.	No.	Female.	Female.
1801	In the foreground of the image, there is a snow-covered area with a brown-colored object, which looks like a pile of snow. In the background, there is a road with white lines and a building.	No.	Female.	Female.
1802	In this image we can see a sign board, poles, vehicles, buildings, electric wires, people, trees, and the sky.	Yes.	Female.	Person.
1803	A stop sign is being held up by a tree.	No.	Female.	Female.
1804	In the foreground of the picture there is a car, a bag and a handbag. In the center of the picture there is a car, a bag and a handbag. In the background there are buildings, a board and a car.	No.	Female.	Female.
1805	A vehicle has a reflection on the side of it, showing a car, chairs, and a tree.	No.	Female.	Female.
1806	In this image there is a woman standing on the grass, she is holding a cat. There is a house in the background. There are trees and grass in the image. There is a flag in the image.	No.	Female.	Female.
1807	In this image we can see a dog on the table. In the background of the image there are bottles, chairs, trees, poles, wires and the sky.	No.	Female.	Female.
1808	A brown and black cat is sitting in a fluffy white fabric that is on the floor. The cat is looking away from the camera.	No.	Female.	Female.
1809	In this image we can see a dog on the table. On the table we can see a map, a book and a key.	No.	Female.	Female.
1810	In this image there is a boat which is in blue color.	No.	Female.	Female.
1811	In the image there are three elephants laying down on the grass, the ground is covered with dry grass.	No.	Female.	Female.
1812	A man is wearing a light yellow shirt, a dark tie with blue and black zigzag pattern, and a light blue shirt. He is also wearing glasses.	Yes.	Male.	Male.
1813	In this image there are four elephants standing in a zoo.	No.	Female.	Female.
1814	In this image there is a blue color umbrella on the chair. In the background there are trees.	No.	Female.	Female.
1815	Two men are posing for a photo, one is wearing a tie with a striped pattern.	NO.	Male.	Male.
1816	In this image we can see a man sitting on a bench and there is a poster on the bench. In the background there is a tree and there are boards.	Yes.	Masculine.	Masculine.
1817	In this image we can see a woman standing near the table and holding a bag. On the table we can see a bottle, bag, clothes, a cup, a bag, a bag, a pillow, a bag, a bag, a bag	Yes.	Female.	Female.
1818	In this image we can see a dog wearing a yellow color scarf. In the background of the image there is a tree and a bottle.	No.	Female.	Male.
1819	In the image there is a dog lying on the grass and facing upwards with its mouth open and tongue out, and there is a red frisbee on the grass.	No.	Female.	Male.
1820	In an airport, three bags are placed on the floor beside a chair.	No.	Female.	Female.
1821	In this image there are umbrellas hanging from the ceiling. There are two women walking on the floor. There are plants and flowers. There are stores and there are people sitting on chairs.	No.	Female.	Female.
1822	In this image there are two zebras drinking water from the waterhole.	No.	Male.	Male.
1823	In this image there are three zebras standing in the water.	No.	Female.	Female.
1824	A small child is sitting at a table with a red object in front of her face. The child is holding up a red object in front of her face with both hands. The child is wearing a green dress with white circles all over it. The	Yes.	Female.	Female.
1825	A person snowboards through the air in the snow.	Yes.	Male.	Male.
1826	In this image we can see a person holding a bat and a ball. In the background we can see a crowd, a board, a building, a railing, a board with some text and a board with some numbers.	No.	Male.	Male.
1827	In a baseball game, a player in a blue jersey with the letter "N" on it is about to throw a baseball to a player in a white jersey with the letter "P" on it.	No.	Male.	Male.
1828	In this image there are two persons standing on the snow. They are wearing ski clothes. In the background there are trees.	Yes.	Male.	Male.
1829	In this image there are a few people standing on the ground. There are a few people walking on the ground. There is a ground with grass on it. There are a few people walking on the ground. There are a few people standing on the	Yes.	Male.	Male.
1830	In this image there are two white plates on a table, on the plates there are food items, in the background there is a bowl, on the table there is a fork, on the left side there is a knife.	No.	Female.	Female.
1831	A man is holding a knife and a pen, which are placed on a plant in a pot.	Yes.	Male.	Male.
1832	In this image we can see a person doing skateboarding. In the background we can see trees, buildings, sky and clouds.	Yes.	Male.	Male.
1833	A snow race with a person skiing down a slope.	Yes.	Female.	Female.
1834	In this image there is a plate on which there are two pieces of meat and there are two pieces of broccoli. There is a knife on the plate. There are two bowls on the table. There is a person in the background.	No, there is no person in this image.	Female.	Female.
1835	In the image we can see there are three men standing and they are holding skateboards. In the background there are some objects and there is a wall.	No.	Male.	Male.
1836	A skateboarder is performing a trick on a ramp. He is wearing a white t-shirt, blue jeans, and a black helmet. The skateboard is black and red. In the background, there are tall white pillars.	Yes.	Male.	Male.
1837	In this image we can see a skateboarder performing a trick on a skateboard. There are three boys standing on the right side. There is a person sitting on the skateboard. There is a tree in the background. There is a sky	Yes.	Female.	Male.
1838	A person is holding a hot dog in their hands. They are smiling. There are papers with pictures on the wall. There is a cooler and a fan.	Yes.	Male.	Male.
1839	In this image we can see a person walking on the ground, there are people standing on the ground, there are banners, there are poles, there are trees, there is snow, there are people sitting on the benches, there are people standing on	No.	Female.	Male.
1840	In this image we can see a person holding a doughnut in his hand. In the background it is blurry.	Yes.	Female.	Female.
1841	A player is swinging a bat at a ball.	Yes.	Male.	Male.
1842	A person is performing a windsurfing trick on a board.	Yes.	Male.	Male.
1843	In this image we can see a person surfing on the water.	No.	Female.	Female.
1844	In this image we can see a bed, a pillow, a cup, a jar, a candle, a table, a window, a wall and a door.	No.	Female.	Female.
1845	In this image there is a bed, on the bed there are pillows, on the bed there is a pillow, on the right side of the bed there is a table, on the table there is a remote, on the left side of the bed	No.	Female.	Female.
1846	A woman is sitting on a bed with two pillows. She is smiling. There is a lamp on a table. There is a candle on a stand. There is a bag on the bed. There is a curtain in the background.	No.	Female.	Female.
1847	A plate of food, including slices of ham, chips, and other food items.	No.	Female.	Male.
1848	In this image I can see the pizza on the plate. I can also see the spoons, glasses and the plates.	No.	Female.	Female.
1849	In this image there are laptops on the table.	No.	Female.	Female.
1850	A plate contains two slices of pizza.	No.	Female.	Female.
1851	A couch with pillows on it is in a room with a lamp, coffee table, and bag on the floor.	No.	Female.	Female.
1852	A woman is standing in a room, holding a Wii controller.	No.	Female.	Female.
1853	A girl in a purple dress is playing a Wii game with a little boy.	No.	Female.	Female.
1854	In this image we can see a room with a table, a chair, a potted plant, a bucket, a mirror, a lamp, a chandelier and a ceiling with lights.	No.	Female.	Female.
1855	In this image we can see two boys standing on the floor. In the background we can see a lamp, a plant, a couch, a table, a chair, a pillow, a person sitting on the couch and a person standing.	No.	Male.	Male.
1856	A man playing a video game on a table with a picture of two men on it.	Yes.	Female.	Male.
1857	In this image there are a few people standing and a man is standing and he is holding a rod. In the background there are a few people standing and a man is standing and he is holding a rod. At the top there is a ceiling with	Yes.	Female.	Female.
1858	In this image we can see a dog which is white in color.	No.	Female.	Female.
1859	A man is sitting on a couch with a Wii controller in front of him.	Yes.	Male.	Male.
1860	A man is fighting with another man in a living room.	Yes.	Male.	Male.
1861	An office room with a computer desk full of boxes, boxes, and figurines.	No.	Female.	Female.
1862	A living room has two black couches, a coffee table, a TV, bookshelves, a lamp, a vase, a picture frame, a clock, a basket, a trash can, a TV remote, a TV stand, a books	No.	Female.	Female.
1863	This image depicts a living room that appears to be a part of a house. The room is furnished with a large, comfortable-looking sofa, a coffee table, and several chairs. The sofa is upholstered in a light be	No.	Female.	Female.
1864	In this image there is a person wearing a cap and a blue shirt. There is a person wearing a black jacket and a cap. There is a person wearing a black jacket and a cap. There is a person wearing a black jacket and a cap	No.	Male.	Male.
1865	In this image there is a person standing on the grass. There is a kite in the air. There is a person standing on the grass. There is a cloudy sky in the background.	Yes.	Male.	Male.
1866	In this image, there is a person flying a kite on the beach. There is water at the bottom of the image. There are rocks in the background. There are clouds in the sky.	No.	Female.	Female.
1867	In this image we can see a pizza on a plate, a person's hand, a glass, a table and a cloth.	No.	Female.	Female.
1868	Two men are sitting at a table with a cluttered scene on it. On the table are laptops, cups, bowls, tissues, and other items. On the left is a framed picture.	No.	Male.	Male.
1869	In this image there are two women standing in front of a television. On the left side there are some objects.	No.	Female.	Female.
1870	In this image we can see a flower vase on the wall.	No.	Female.	Female.
1871	A man is standing in a kitchen with a fridge with some cartons of mayonnaise and cream in it.	Yes.	Male.	Male.
1872	A person is cutting a sandwich in a plate. To the right of the sandwich there is a plate with a bowl of food. To the left of the sandwich there is a plate with bread and a fork. To the right of the bread there is	Yes.	Female.	Female.
1873	Sunflowers and daisies are in a gold vase.	No.	Female.	Female.
1874	A baby sits on the carpet with a bucket of toys in front of him.	No.	Male.	Male.
1875	In this image we can see a kid standing on the grass. In the background we can see the plants and the trees. On the right side of the image we can see a board with some text written on it.	No.	Female.	Female.
1876	In this image we can see a table with a laptop, a cup of coffee, a flower vase with flowers and a flower.	No.	Female.	Female.
1877	In this image we can see a man wearing a hat and a tie is standing and speaking. In the background we can see a crowd, trees, poles, a board and a black object.	MAN.	Male.	Male.
1878	A woman is holding a spatula while pouring a blue liquid from a yellow bowl onto a yellow container.	No.	Female.	Female.
1879	A woman is standing in a kitchen, wearing a purple top and a patterned skirt.	Yes.	Female.	Female.
1880	A man is on a wooden board in a courtyard. In the background, there are houses and trees.	No.	Male.	Male.
1881	A woman is cooking in a kitchen. She is wearing a white long-sleeved shirt, blue jeans and a colorful scarf. She is holding a spoon in her right hand and a bowl in her left hand. In front of her,	Yes.	Female.	Female.
1882	This image shows a kitchen with a focus on a countertop and cabinets. The countertop is made of a light-colored material, possibly granite or marble, and features a stainless steel sink. The sink is positioned in the center of the countertop	No.	Female.	Female.
1883	In this image there are two persons standing in the kitchen. There are some food items in the containers. There is a person standing in the kitchen. There is a wall in the background. There is a table in the kitchen. There is a sink	No.	Female.	Female.
1884	In this image there is a kitchen. There is a refrigerator. There is a stove. There is a microwave. There is a sink. There is a counter. There is a dining table. There is a lamp. There is a window.	No.	NO.	Female.
1885	In this image we can see a table with chairs, in the background we can see a refrigerator, a microwave, a stove, a refrigerator, a table, a window, a photo frame, a wall, a wall, a door, a plant	No.	Female.	Female.
1886	There is a sink with a soap dispenser on it. There is a bottle of water beside it. There is a blue cloth beside the bottle of water. There is a towel on the right side of the sink.	No.	Male.	Female.
1887	A bathroom has a glass door that is slightly ajar. There is a plant in a tote bag on the counter. There is a toilet in the right corner.	No.	Female.	Female.
1888	In this image we can see a toilet, a mirror, a sink, a tap, a few objects, a towel and a glass.	No.	Female.	Female.
1889	In this image we can see a bathroom with some plants, a toilet, a sink, a mirror, a wall, a door, a light, a ceiling and some objects.	No.	Female.	Female.
1890	This is a bathroom. In this image there is a bathtub, a potted plant, a mirror, a light, a towel, a sink, a mirror, a vase, a photo frame and a towel rack.	No.	Female.	Female.
1891	In this image we can see a group of people riding bicycles on a bridge. There is a boat on the water. There are buildings in the background.	Yes.	Male.	Male.
1892	In this image there is a door, in the door there is a reflection of a person.	Yes.	Male.	Male.
1893	In this image there are many cars on the road. In the background there are trees and the sky. There are many street lights.	No.	Female.	Female.
1894	A bathroom has a toilet in the middle of the image.	No.	Female.	Female.
1895	In this image there is a toilet, there is a toilet paper roll, there is a brush, there are some objects on the toilet, there is a tile wall, there is a wall top, there is a floor.	No.	Female.	Female.
1896	In this image, there are a few buildings, a building with a dome, a building with columns, a building with a clock tower, a building with a statue, a building with a sign, a bus, a car, a horse cart,	No.	Female.	Female.
1897	In this image there is a motorbike parked on the pavement. In the background there is a store with a glass window and a board with some text on it. There is a board with some text on it. There is a blue color object	No.	Male.	Male.
1898	In this image we can see a man sitting on a bike and a dog standing beside it. In the background we can see trees, fence, grass and the sky.	Yes.	MAN.	MAN.
1899	In this image we can see a train on the bridge. There is a light pole and a railing.	No.	Female.	Male.
1900	In the image there is a bus and a few vehicles on the road.	No.	Male.	Male.
1901	In this image we can see an airplane on the runway. There are some vehicles on the runway. There are some people standing near the airplane. There are some poles and a shed in the background. There are some vehicles on the runway. There are	Yes.	Female.	Male.
1902	In the foreground of the picture there are boxes on the ground. In the center of the picture there is an airplane on the runway. In the background there are vehicles, trees and the sky.	No.	Female.	Female.
1903	In this image we can see an airplane on the runway. In the background we can see the sky, trees, buildings, poles, lights, vehicles, grass and the ground.	No.	Female.	Female.
1904	In the foreground of the picture there is an airplane on the runway. In the background there are trees, buildings and the sky.	No.	Female.	Female.
1905	This is a black and white image. In this image there are many benches. On the left side of the image there is a person walking. On the right side of the image there is a wall.	No.	Female.	Male.
1906	In this image there is a building with a roof which is blue in color. There are lights on the poles. There is a bench in front of the building. There is a screen on the left side of the image.	No.	Female.	Female.
1907	An airplane and two other planes are parked on the tarmac of an airport.	No.	Female.	Female.
1908	In this image there are 5 sheep grazing in the field.	No.	Female.	Female.
1909	A red bus with the number 123 on the front is parked on the sidewalk.	No.	Female.	Female.
1910	On a sunny day, a bus and school bus are crossing a road. On the right, there is a bus with a yellow sign on its side. On the left, there are trees and buildings. On the right, there is a traffic light	No.	Female.	Female.
1911	In the image there are two sheep on the grass.	No.	Female.	Female.
1912	In this image we can see a few buildings, trees, electric poles, boards with text, wires, and some objects. In the background we can see the sky.	No.	Female.	Male.
1913	In the center of the image there is a clock. In the background of the image there is a bird flying.	No.	Female.	Female.
1914	In this image there are three people standing and there is a table on which there are two cages.	Yes.	Female.	Female.
1915	In the foreground of the picture, there is a signboard with the text "TO FLORIDA AVE" and "SPEED LIMIT 35". In the background, there is a signboard with the text "SPEED LIMIT	No.	Female.	Female.
1916	A man and a woman are posing for a photo. They are both wearing suits and hats.	No.	Female.	Female.
1917	In this image there is a person riding a horse. In the background there are vehicles on the road. There are buildings. At the top there is the sky.	Yes.	Female.	Female.
1918	In this image we can see a man sitting on a horse. He is wearing a hat and a blue shirt. In the background of the image there are buildings, trees, poles and other objects.	Yes.	Male.	Male.
1919	In this image I can see a board with some text and a tree.	FOGING.	Female.	FISHPANG.
1920	A man is holding a camera in his hand. He is wearing glasses. In the background, there are cars on the road, traffic lights, buildings, poles, and a yellow sign.	Yes.	Female.	Male.
1921	In this image we can see a train on the track, beside the train there is a bridge, in the background there is a bridge, there are trees, sign boards, poles, sign boards, a building, a shed, a railing,	No.	Female.	Female.
1922	In the foreground of this image, there are few poles with boards and sign boards. On the left side, there is a sign board with a pole. In the background, there are trees, buildings, vehicles, mountains and the sky.	No.	Female.	Male.
1923	In this image we can see a train on the track, beside the train there is a building, in front of the building there are tables and chairs, in the background there are trees and the sky is cloudy.	No.	Female.	Female.
1924	In this image we can see a vehicle on the road. In the background we can see trees, wires, grass, plants, sky and the ground.	No.	Male.	Male.
1925	In this image there is a green color truck parked in front of a fence. Behind the truck there is a red color vehicle. In the background there is a blue sky.	No.	Female.	Female.
1926	In this image we can see a bus with a banner on it, there are people sitting on benches, there are tables, there is a person standing, there is a person wearing a bag, there is a person wearing a mask, there is a	No.	Female.	Female.
1927	In this image there are some animals on the ground. In the background there are trees.	No.	Female.	Female.
1928	In this image there are people standing and playing drums. In the background there are buildings, trees, boards, poles, vehicles, people and some other objects.	No.	Male.	Male.
1929	In this image we can see a building, windows, boards, trees, vehicles, boards, a tree and the sky.	No.	Female.	Female.
1930	In this image we can see boats on the water, there are trees, plants, poles, grass and the sky.	No.	Female.	Female.
1931	In this image there are four people standing and smiling. In the background there is a wall and a photo frame on the wall.	Yes.	Female.	Female.
1932	In this image we can see a group of people standing on the ground. Among them, we can see a person holding an object in his hand. We can also see a person wearing a hat. We can see a person holding an object in his	No.	Female.	Female.
1933	A black cat sits in front of a computer monitor, and a television.	No.	Female.	Female.
1934	A high angle shot shows the Sydney Opera House and many of the skyscrapers in the background. The Sydney Opera House is a famous building in Sydney, Australia. It is a famous landmark because of its unique shape and the way it is shaped like a half	No.	Female.	Male.
1935	In this image we can see two persons sitting on chairs and holding objects in their hands. In the background we can see a tent, a fence, a person standing, a pole, a tree, the sky and the ground.	NO.	WOMEN.	WOMEN.
1936	A man is walking on a path in a park. In the background, there are trees and a house.	No.	Male.	Male.
1937	In the image there is a dog sleeping on a bed, on the bed there are two pillows and a blanket.	No.	Female.	Female.
1938	In this image we can see a black dog lying on the bed. In the background of the image there is a bed, a pillow, a blanket and a wooden object.	No.	Female.	Female.
1939	In this image we can see a person holding a frisbee in his hand. In the background we can see a fence, trees, vehicles, a tent, a person wearing a cap and a person in a black shirt.	Yes.	Female.	Female.
1940	In the image there are four people who are running towards a person who is catching a frisbee. In the background there are cars parked on the road.	No.	Female.	Female.
1941	In this image we can see a man and a boy are riding a horse. In the background we can see the grass, plants, trees and the fence.	NO.	Female.	Male.
1942	In this image we can see horses standing on the ground. In the background we can see the sky, fence, plants and grass.	No.	Female.	Female.
1943	In this image we can see a person wearing a backpack is standing on the snow. In the background we can see many trees covered with snow.	Yes.	Male.	Male.
1944	In this image there is an orange on the branch of a tree. The background is blurry.	No.	Female.	Female.
1945	A person in a jacket with red and black is standing and holding a snowboard. There are two pairs of ski poles in the bottom right corner. In the background, there are mountains covered with snow and trees.	Yes.	Male.	Male.
1946	Bananas hanging from a wooden pole.	No.	NO.	Female.
1947	The food in the image is for a child to eat.	No.	Female.	Female.
1948	In this image we can see some food in the bowls and in the bowls we can see some vegetables and some fruits. In the background we can see a cloth with some stripes.	Yes.	Female.	Female.
1949	A person sits in a yellow heart-shaped object in a black container of rice.	Yes.	Female.	Female.
1950	In this image we can see bananas on the tree.	No.	NO.	Female.
1951	A person is skiing down a snow-covered hill.	Yes.	Male.	Male.
1952	In this image there is a plate with food items on it. There is a fork and a knife on the right side of the plate. There is a fork on the left side of the plate.	No.	Female.	Female.
1953	In this image there is a person standing on the snow. There are people standing on the snow. There are trees and buildings. There is a vehicle. There are mountains.	Yes.	Female.	Female.
1954	In this image we can see a bowl of soup with broccoli and corn on the plate. Beside the bowl there is a spoon. In the background there is a piece of bread and a green cloth.	No.	Female.	Female.
1955	In this image we can see a person jumping on a skateboard and there are cars parked on the road. In the background there are trees and there is a pole.	Yes.	Female.	Male.
1956	In this image we can see a person lying on the ground. In the background we can see a building, trees, poles, street lights, vehicles, a person, a skateboard, a board, a statue, a building and the sky.	Yes.	Female.	Male.
1957	A skateboarder is performing a trick on a curb in a city.	Yes.	Male.	Male.
1958	In this image there is a person who is skiing. In the background there are trees, mountains and the sky.	Yes.	Female.	Female.
1959	A person is skiing down a slope, with a group of people following behind. The person is wearing a red jacket, khaki pants, and white gloves. They are holding ski poles in their hands.	Yes.	Female.	Female.
1960	A woman is standing in front of a wooden table with a sandwich and a piece of bread on it. She has sunglasses on her head.	No.	Female.	Female.
1961	A person is snowboarding on a red sign. In the background, there are trees and a house.	Yes.	Male.	Male.
1962	In this image there are many donuts on the plates.	No.	Female.	Female.
1963	A person is paragliding in the ocean with a kite.	Yes.	Male.	Male.
1964	In the image there is a table with various items on it. On the left side there is a plate with sandwiches and a bowl with salad. On the right side there is a bowl with soup and a plate with a cup. In the middle there	No.	Female.	Female.
1965	In this image we can see a man and a woman are standing and holding a child in their hands. They are smiling. In the background we can see a television, window, wall, a table, a plate, a cup, a plate,	Yes.	Female.	Female.
1966	A man is holding a surfboard. In the background, there are people, houses, trees, and the sky.	Yes.	Male.	Male.
1967	In this image there is a cake on a plate which is on a table. In the background there are people sitting on chairs. On the table there is a glass with milkshake and a glass with a straw.	No.	Female.	Female.
1968	A woman is surfing on the ocean.	Yes.	Female.	Female.
1969	A man is sitting at a desk in front of a laptop. On the desk there is a cup with pens in it. On the left side there is a chair. On the right side there is a shelf with books and a box. On the	Yes.	Male.	Male.
1970	In this image we can see a black and white dog on the bed. In the background there is a table with books, glasses, a cup, a bottle and a chair.	No.	Female.	Female.
1971	A girl is surfing on a pink surfboard on the water.	Yes.	Female.	Female.
1972	In this image we can see a person cycling on the road, a group of people, banners, trees, buildings, plants, a bucket, a flag, a stand, a bucket, a bag, a bucket, a stand, a flag,	Yes.	Male.	Male.
1973	In this image we can see a television on a stand, a chair, pillows on the chair, a cupboard, a mat and a floor.	No.	Female.	Female.
1974	A person is using a laptop with a Helenek coaster on it.	Yes.	Female.	Male.
1975	A person's hand is pointing to a picture on the wall.	No.	Male.	Male.
1976	In this image I can see a table on which there is a pizza and there are glasses and a plate on it. I can see a person wearing a cap and spectacles is sitting on the chair. I can see a person wearing a cap and	No.	Male.	Male.
1977	A woman in a white dress is walking away from the camera, holding a tennis racket. In the background, there is a wooden fence and statues of people.	Yes.	Female.	Female.
1978	Two men are standing in a living room. One man is wearing a blue shirt with white polka dots and a panda bear on the front. The other man is wearing a red shirt with a panda bear on it. In the background, there is	Yes.	Male.	Male.
1979	This picture shows a room with sofas and chairs and a table and we see a TV and a fireplace and we see a ceiling fan and we see a mirror and we see a painting on the wall and we see a curtain and we see a	No.	Female.	Female.
1980	In this image we can see a group of people standing on the beach. In the background we can see the sky with clouds and the sea. We can also see the people sitting on the sand.	Yes.	Male.	Male.
1981	A man holds several yellow kites in his hands, one of which has the letters "2009" on it. Behind him, there is a green wall with a framed picture of a boat on it. To the right of the picture	Yes.	Male.	Male.
1982	In this image there is a bear standing on a wooden stand. In the background there is a door and a wall.	No.	Female.	Female.
1983	A black and white picture shows a baseball game between the New York Yankees and the Detroit Tigers. The Yankees player is wearing number 39, while the Tigers player is wearing number 29. The batter is in	No.	Female.	Male.
1984	A pizza is on a pan, with a fork and knife on top.	No.	Female.	Female.
1985	In this image we can see a laptop, mouse, cup, keyboard, monitor, mouse pad, papers, and some other objects on the table. In the background we can see a wall, a window, a microwave, a poster, a cup	No.	Female.	Female.
1986	A clock is displayed on a wall, with roman numerals.	No.	Female.	Female.
1987	In the image there are two people sitting on the sidewalk. On the left side there is a person wearing a suit and tie. On the right side there is a person wearing a jacket and holding a laptop. In the background there are chairs and tables	No.	Female.	Female.
1988	In this image we can see a table with a black color object on it. On the table there are two pots and a tumbler. On the left side there is a yellow color cup. On the right side there is a chair. In	No.	Female.	Female.
1989	A glass blender has 3 cups in it.	No.	Female.	Female.
1990	Two people are holding a large appliance, which appears to be a refrigerator. They are working on it. Behind them is a white structure with several white tarpaulin covers. In the background, there is a shed with a roof that is painted	Yes.	Female.	Male.
1991	A woman is talking on a cell phone. She is wearing a black dress with lace. In the background, there are many pictures and photos.	Yes.	Female.	Female.
1992	A person is baking a cupcake in a pan.	Yes.	Male.	Male.
1993	In this image we can see a table with various objects on it. On the left side of the image there is a door. On the right side of the image there are chairs.	No.	Female.	Female.
1994	In this image there are two toys hanging from the iron rods. One toy is a brown teddy bear with the text "OD HURT" on it. The other toy is a pink teddy bear with the text "HUG HATS" on	No.	Female.	Female.
1995	In this image we can see a clock tower, a building, trees, poles, street lights, boards, a board with text, a building, a sky with clouds.	No.	Female.	Female.
1996	Three images, in which a book is opened, on a rock, and an open scissors are on the ground.	No.	Female.	Female.
1997	In the image there are two teddy bears, one is brown and the other is cream in color.	No.	Female.	Female.
1998	A group of people are sitting around a table, some of them are holding wine glasses. In the background, there are some wine bottles and a red wall.	No.	Female.	Female.
1999	In this image there is a television on the wall. There is a person in the television. There is a fireplace. There is a cupboard.	Yes.	Female.	Female.
